Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
The right side . ICCC should be on the first floor .,neutral,dailydialog_4347,0,Speaker,dailydialog
That's good . So I guess I'll have to make an appointment to see you .,joy,dailydialog_4348,0,Speaker,dailydialog
When is the product going to be on the market ?,neutral,dailydialog_4349,0,Speaker,dailydialog
"Well , first of all , it ’ s much bigger . It has the same number of rooms , but each room is larger . We also have a larger garden , which our dog loves , of course !",joy,dailydialog_4350,0,Speaker,dailydialog
Is it important ?,neutral,dailydialog_4351,0,Speaker,dailydialog
Sure . So what about you ? Do you have any hobbies ?,joy,dailydialog_4352,0,Speaker,dailydialog
What part of the film do you like best ?,joy,dailydialog_4353,0,Speaker,dailydialog
You can get a loan from the bank . You know LPF program provides low cost loans for participants home purchases .,neutral,dailydialog_4354,0,Speaker,dailydialog
Do you like swimming ?,neutral,dailydialog_4355,0,Speaker,dailydialog
Do you have a car or motorbike ?,neutral,dailydialog_4356,0,Speaker,dailydialog
The most useful method is to make plans and set priorities . It helps me to manage time well and get the most important things done at the first place .,neutral,dailydialog_4357,0,Speaker,dailydialog
"I have eight years of experience working in the IT industry . For the past two years , I have been working as a project manager for a dotcom . I am also MI certified . I'm looking for a team environment where I can join the excitement of building a company .",neutral,dailydialog_4358,0,Speaker,dailydialog
All right . I will get them for you .,neutral,dailydialog_4359,0,Speaker,dailydialog
"If Barcelona had played as they normally do , they should have won .",neutral,dailydialog_4360,0,Speaker,dailydialog
I ’ m very proud to be employed by your firm .,joy,dailydialog_4361,0,Speaker,dailydialog
"It's excellent . A friend of mine had her wedding reception there and said it was perfect , though very expensive .",joy,dailydialog_4362,0,Speaker,dailydialog
"That , My Heart Will Go On . It warms my heart . you know , JanetJackson , Shanna Twain and Celine Dion are so very different .",neutral,dailydialog_4363,0,Speaker,dailydialog
"I know , I left it at home .",neutral,dailydialog_4364,0,Speaker,dailydialog
"Yes , just as you have ordered .",neutral,dailydialog_4365,0,Speaker,dailydialog
that'd be great . Thanks ! What time should I come over ?,joy,dailydialog_4366,0,Speaker,dailydialog
I can so that .,neutral,dailydialog_4367,0,Speaker,dailydialog
I appreciate your help . Maybe I'll be back for more computer stuff .,joy,dailydialog_4368,0,Speaker,dailydialog
I have to get off the phone now .,neutral,dailydialog_4369,0,Speaker,dailydialog
I believe it's certainly for real . It without question has suffered a lot of delays . But there's hardware sitting on the pad right now and it's due to go off in December . It is a reality . It has just taken longer to get literally off the ground .,neutral,dailydialog_4370,0,Speaker,dailydialog
"Do you find it difficult to get to sleep , or do you wake up early ?",neutral,dailydialog_4371,0,Speaker,dailydialog
How much would I have to pay for rent ?,neutral,dailydialog_4372,0,Speaker,dailydialog
"Well , with dial-up your internet is connected by your phone line .",neutral,dailydialog_4373,0,Speaker,dailydialog
"Yes . I've been through them and there's a problem , a rather major discrepancy actually . You see ? It should be KN509 .",neutral,dailydialog_4374,0,Speaker,dailydialog
Could you come back later ? We're right in the middle of dinner .,neutral,dailydialog_4375,0,Speaker,dailydialog
Okay ... what makes you say that ? I thought you were pleased with his overall performance . Didn ’ t you just tell me last week how impressed you were with his attitude ?,neutral,dailydialog_4376,0,Speaker,dailydialog
What if the results from the two inspections do not coincide with each other ?,neutral,dailydialog_4377,0,Speaker,dailydialog
"Yes , I'd like to have this parcel delivered to Shanghai .",neutral,dailydialog_4378,0,Speaker,dailydialog
Sure.Where would you suggest ?,joy,dailydialog_4379,0,Speaker,dailydialog
So the reform cannot be carried out well .,neutral,dailydialog_4380,0,Speaker,dailydialog
"Well , it's very expensive and they're usually singing in another language . That kind of gets on my nerves .",neutral,dailydialog_4381,0,Speaker,dailydialog
"Just get out of my face , would you ?",anger,dailydialog_4382,0,Speaker,dailydialog
"Yes , I ’ m enquiring about your advertisement for a sales manager in today ’ s newspaper . Is this position still open ?",neutral,dailydialog_4383,0,Speaker,dailydialog
"This is a very good meeting , Liz .",joy,dailydialog_4384,0,Speaker,dailydialog
"Well , you could take a bus there , but you would have to transfer buses twice . A taxi would probably be a lot quicker .",neutral,dailydialog_4385,0,Speaker,dailydialog
How do you like your new boss ?,joy,dailydialog_4386,0,Speaker,dailydialog
"Yes , it will .",neutral,dailydialog_4387,0,Speaker,dailydialog
"Hello , is that John ?",neutral,dailydialog_4388,0,Speaker,dailydialog
The place is OK.Let ' s go there and have a look at it again .,joy,dailydialog_4389,0,Speaker,dailydialog
I'm glad I asked you . So this is aisle 6 where I can find all the canned fruits and vegetables .,joy,dailydialog_4390,0,Speaker,dailydialog
There is a new coffee shop opening up down the street .,neutral,dailydialog_4391,0,Speaker,dailydialog
"Simon , may I introduce you to Linda ? You don ’ t know each other , do you ?",joy,dailydialog_4392,0,Speaker,dailydialog
It looks new .,joy,dailydialog_4393,0,Speaker,dailydialog
Excuse me . I'm looking for Bluemingdails . Could you tell me how to get there ?,neutral,dailydialog_4394,0,Speaker,dailydialog
Take it easy . The time for slow dance is the middle part of the party .,joy,dailydialog_4395,0,Speaker,dailydialog
Just go ! It's Valentine's Day !,joy,dailydialog_4396,0,Speaker,dailydialog
"Oh , stop it ! You know you need vegetables . You will end up fat if you don't watch your diet , now .",neutral,dailydialog_4397,0,Speaker,dailydialog
"Yes , if the card is well kept and has no dirt and scratches .",neutral,dailydialog_4398,0,Speaker,dailydialog
Yes . I'd like to open an account that enables me to draw money easily .,neutral,dailydialog_4399,0,Speaker,dailydialog
You'll find out when we're in the woods and you have to go to the bathroom ...,neutral,dailydialog_4400,0,Speaker,dailydialog
Will you be at the family reunion next year ?,neutral,dailydialog_4401,0,Speaker,dailydialog
Sure ...,neutral,dailydialog_4402,0,Speaker,dailydialog
"Hey , Daniel , what's your favorite weather ? Snowy or sunny ?",neutral,dailydialog_4403,0,Speaker,dailydialog
"That will be six dollars . Out of ten-seven , eight , nine , ten . Thank you .",joy,dailydialog_4404,0,Speaker,dailydialog
"Sure , you can , but you ’ ll be charged for $ 10 .",neutral,dailydialog_4405,0,Speaker,dailydialog
So do I .,joy,dailydialog_4406,0,Speaker,dailydialog
What sports do you like to play ?,neutral,dailydialog_4407,0,Speaker,dailydialog
"No , thanks . His home is not far and I can walk there .",neutral,dailydialog_4408,0,Speaker,dailydialog
How nice these sunglasses are !,neutral,dailydialog_4409,0,Speaker,dailydialog
"Excuse me , do you know the shortcut to the Lincoln park ?",neutral,dailydialog_4410,0,Speaker,dailydialog
"Were you born in the U . S . , Melissa ?",neutral,dailydialog_4411,0,Speaker,dailydialog
"Definitely . Oh , do you have a reference letter ?",neutral,dailydialog_4412,0,Speaker,dailydialog
"Well , she is thinking of doing some household cleaning or baby sitting in the community .",neutral,dailydialog_4413,0,Speaker,dailydialog
"Well , I have no regrets !",joy,dailydialog_4414,0,Speaker,dailydialog
Mmm . Nice and crunchy . And they leave a space uncovered for you to hold ...,joy,dailydialog_4415,0,Speaker,dailydialog
"Professor Wang , what is non-tariff barrier ?",neutral,dailydialog_4416,0,Speaker,dailydialog
You forgot it last year as well .,anger,dailydialog_4417,0,Speaker,dailydialog
but why ? Did I do anything wrong ?,surprise,dailydialog_4418,0,Speaker,dailydialog
yes . It was so crowded . I'm worn-out . Let's find our seats .,neutral,dailydialog_4419,0,Speaker,dailydialog
You're kidding ! I can't believe you've been standing this entire time and didn't say anything .,surprise,dailydialog_4420,0,Speaker,dailydialog
Bob is really handsome .,neutral,dailydialog_4421,0,Speaker,dailydialog
"Thank you , David . You're always so encouraging .",joy,dailydialog_4422,0,Speaker,dailydialog
"Yes , it will take about four hours . We can leave about noon and get there by supper time .",joy,dailydialog_4423,0,Speaker,dailydialog
"Thank you , I just tried my best . I am very happy to know you like it .",joy,dailydialog_4424,0,Speaker,dailydialog
I would like to order some internet today .,neutral,dailydialog_4425,0,Speaker,dailydialog
He must be all over you the first time he saw you .,joy,dailydialog_4426,0,Speaker,dailydialog
How much does it come up to ?,neutral,dailydialog_4427,0,Speaker,dailydialog
"By the way , it was really thoughtful if you to get me the ticket . I really appreciate it , I'll buy some popcorn , and drinks for us .",joy,dailydialog_4428,0,Speaker,dailydialog
I thought it was pretty good .,joy,dailydialog_4429,0,Speaker,dailydialog
How fun ! Can I bring something ?,joy,dailydialog_4430,0,Speaker,dailydialog
when do you plan on studying for those exams ?,neutral,dailydialog_4431,0,Speaker,dailydialog
I'm afraid we have no extra key.So I'll send somebody to your room .,neutral,dailydialog_4432,0,Speaker,dailydialog
I don't have this kind of software .,neutral,dailydialog_4433,0,Speaker,dailydialog
"Yeah , it ’ s gonna take you a while if you go by foot . I ’ d say it's about a 30 - minute uphill walk . You have to be as strong as a lion to make it .",neutral,dailydialog_4434,0,Speaker,dailydialog
"Yes , we do . That's why we have a cleaning every three months .",neutral,dailydialog_4435,0,Speaker,dailydialog
That'll be 14 dollars in all .,neutral,dailydialog_4436,0,Speaker,dailydialog
"Perfect . So , I guess my next job is to go to the newsagent and buy some car magazines . Thanks for everything .",joy,dailydialog_4437,0,Speaker,dailydialog
I believe you will . I ’ m very pleased with your work . Your promotion will contribute to the development of the company .,joy,dailydialog_4438,0,Speaker,dailydialog
Sure . Why didn't I think of that ?,neutral,dailydialog_4439,0,Speaker,dailydialog
That's very impressive . Which course did you like best ?,neutral,dailydialog_4440,0,Speaker,dailydialog
"Mom , can you talk about the philosophy of life with me ?",neutral,dailydialog_4441,0,Speaker,dailydialog
Stephanie is . She goes to college in Washington and Jack works in Florida .,neutral,dailydialog_4442,0,Speaker,dailydialog
Ah ... hence the buns and condiments we bought . And this is Holly's potato salad .,neutral,dailydialog_4443,0,Speaker,dailydialog
Fine . How is Jim ?,joy,dailydialog_4444,0,Speaker,dailydialog
What did you do after graduation ?,neutral,dailydialog_4445,0,Speaker,dailydialog
Can you study with the radio on ?,neutral,dailydialog_4446,0,Speaker,dailydialog
But it's unfair for Jane .,neutral,dailydialog_4447,0,Speaker,dailydialog
You ’ re right . I wasn ’ t . I hear nothing .,neutral,dailydialog_4448,0,Speaker,dailydialog
I'll see you later then . Have a great day !,joy,dailydialog_4449,0,Speaker,dailydialog
"Yes , when it snows , every where is white . It's very beautiful .",joy,dailydialog_4450,0,Speaker,dailydialog
Not anymore ! Can you believe it ? They've decided that Pluto is not a planet anymore !,surprise,dailydialog_4451,0,Speaker,dailydialog
"No , I'm not.Hey , look at that guy over there .",neutral,dailydialog_4452,0,Speaker,dailydialog
"I think the government fined him a small amount , and he kept the rest in his foreign bank accounts . He's still a millionaire .",neutral,dailydialog_4453,0,Speaker,dailydialog
"Why not ! Before you know it , I'll be heading off to the mountains to stand on my head !",neutral,dailydialog_4454,0,Speaker,dailydialog
"What does that have to do with those men shooting at us ? Most importantly , why did you lie to me !",anger,dailydialog_4455,0,Speaker,dailydialog
I think a surprise party may be better . But I forget when her birthday is .,neutral,dailydialog_4456,0,Speaker,dailydialog
Of course ! Both children and adults enjoy her books .,joy,dailydialog_4457,0,Speaker,dailydialog
"No , the one on the left . Yes , that ′ s the one . ... Thank you .",joy,dailydialog_4458,0,Speaker,dailydialog
"He ’ s my grandfather , and he never really liked you anyway !",anger,dailydialog_4459,0,Speaker,dailydialog
"Drop 50 cents in the box , please .",neutral,dailydialog_4460,0,Speaker,dailydialog
"Yes , our over-the-counter medicine is over there on that shelf .",neutral,dailydialog_4461,0,Speaker,dailydialog
"Oh , yes . Marvelous !",joy,dailydialog_4462,0,Speaker,dailydialog
Don't always joke like that ! You don't have a gun .,neutral,dailydialog_4463,0,Speaker,dailydialog
I just lost my job . I'm just worried about how I'm going to pay the bills .,sadness,dailydialog_4464,0,Speaker,dailydialog
"Take it easy , madam . And speak slowly . May I have your name first ?",neutral,dailydialog_4465,0,Speaker,dailydialog
Really ? I got mine from her this morning .,neutral,dailydialog_4466,0,Speaker,dailydialog
"Of course , no list of film would be complete without animated movies . These are especially popular among children .",joy,dailydialog_4467,0,Speaker,dailydialog
A receipt ?,surprise,dailydialog_4468,0,Speaker,dailydialog
Now your dream comes true . Do you know the altitude of the mountain ?,neutral,dailydialog_4469,0,Speaker,dailydialog
"Yes . ( After trying ) A bit tight actually , they pinch my toes . Have you got a larger pair . Size 39 ?",neutral,dailydialog_4470,0,Speaker,dailydialog
He took the civil service exam and failed .,neutral,dailydialog_4471,0,Speaker,dailydialog
"Hello , Kristy . Could I speak to the department that deals with credit card applications , please ?",neutral,dailydialog_4472,0,Speaker,dailydialog
I need help finding a new refrigerator .,neutral,dailydialog_4473,0,Speaker,dailydialog
Look who you get to sit next to--Tim from purchasing !,surprise,dailydialog_4474,0,Speaker,dailydialog
500 US dollars .,neutral,dailydialog_4475,0,Speaker,dailydialog
The meeting room on the Fourth Floor needs to be swept . Jerry and Tom will help you at that time . Any questions ?,neutral,dailydialog_4476,0,Speaker,dailydialog
"Because it's off-season , we got a really good package deal to Paris , so we went there .",joy,dailydialog_4477,0,Speaker,dailydialog
Really ? I'm so glad to hear that.But I don't know how to get access to the Internet.Could you show me ?,surprise,dailydialog_4478,0,Speaker,dailydialog
"OK , Devon , I've been putting on a few pounds and you're quite a lean fit guy .",neutral,dailydialog_4479,0,Speaker,dailydialog
Well . I am breaking up with Cathy .,sadness,dailydialog_4480,0,Speaker,dailydialog
Have you brought your receipt ?,neutral,dailydialog_4481,0,Speaker,dailydialog
Really ? Have you checked everything carefully ?,surprise,dailydialog_4482,0,Speaker,dailydialog
it's quite famous but don't you think it looks a bit old-fashioned ?,joy,dailydialog_4483,0,Speaker,dailydialog
Photograph .,neutral,dailydialog_4484,0,Speaker,dailydialog
I wonder if you can help me .,neutral,dailydialog_4485,0,Speaker,dailydialog
"OK , then . I'll be there in a minute .",neutral,dailydialog_4486,0,Speaker,dailydialog
"Hello . Mr . Higgins , please .",neutral,dailydialog_4487,0,Speaker,dailydialog
"Excuse me , may I help you ?",neutral,dailydialog_4488,0,Speaker,dailydialog
"All right ... Tilt your head to the right , please .",neutral,dailydialog_4489,0,Speaker,dailydialog
"That ’ s right . However , players can only pass the ball backwards . They cannot pass the ball forwards to their team mates . That ’ s a foul .",neutral,dailydialog_4490,0,Speaker,dailydialog
I am awfully sorry . Please tell us about the stains before the dry-cleaning next time .,sadness,dailydialog_4491,0,Speaker,dailydialog
"Well , I'm here to get some help from you . I was hoping to have someone who we can deal with exclusively . On a long-term basis , if that's possible .",neutral,dailydialog_4492,0,Speaker,dailydialog
ok ! I ’ ll bring one to you next time .,joy,dailydialog_4493,0,Speaker,dailydialog
"Ok , well , my friends and I are planning on going to the beach on Sunday . We tend to leave around noon whenever we go anywhere , so you could still sleep in . Do you want to come with us ?",joy,dailydialog_4494,0,Speaker,dailydialog
"It's really fantastic . The hero , Super Warrior , is so brave that he can defeat any enemies he meets . He runs through tunnels , swims under water , and climbs over bridges . It's really exciting !",joy,dailydialog_4495,0,Speaker,dailydialog
Do you have a credit card with us ?,neutral,dailydialog_4496,0,Speaker,dailydialog
"Actually , what bothers me is the violence . There are far too many detective and police shows .",neutral,dailydialog_4497,0,Speaker,dailydialog
"Oh , how nice ! There are bright rooms and the house is very quiet .",joy,dailydialog_4498,0,Speaker,dailydialog
Ouch ! I just bit my tongue .,sadness,dailydialog_4499,0,Speaker,dailydialog
The traffic problem will soon be eased .,neutral,dailydialog_4500,0,Speaker,dailydialog
Yes . What can I do for you ?,neutral,dailydialog_4501,0,Speaker,dailydialog
A great deal of people follow rugby in my country .,neutral,dailydialog_4502,0,Speaker,dailydialog
I like to apologize for the problem . Please come down with your receipt and sweater to exchange it for the size you want .,neutral,dailydialog_4503,0,Speaker,dailydialog
The macadamia cake was out-of-this-world !,joy,dailydialog_4504,0,Speaker,dailydialog
Steve . Is that you ?,surprise,dailydialog_4505,0,Speaker,dailydialog
There will be no charge on baggage left by guests who have checked out .,neutral,dailydialog_4506,0,Speaker,dailydialog
Wow ! That must be really awesome to stand on the top of the mountain to overlook the earth .,surprise,dailydialog_4507,0,Speaker,dailydialog
"Well , Let's get down to business ( shall we ? ) Now is probably a good time to start our discussion , the main purpose of this meeting is to talk about the benefits and disadvantages of our new project .",neutral,dailydialog_4508,0,Speaker,dailydialog
that's amazing ! Has she bitten you yet ?,joy,dailydialog_4509,0,Speaker,dailydialog
Not bad . Everything goes well .,joy,dailydialog_4510,0,Speaker,dailydialog
"Honest , hardworking and responsible .",neutral,dailydialog_4511,0,Speaker,dailydialog
During the weekend I often take the family out on short trips .,neutral,dailydialog_4512,0,Speaker,dailydialog
Acknowledgments can also help the job-hunters to show their good attainment .,neutral,dailydialog_4513,0,Speaker,dailydialog
"If you want to cross here , be my guest . I don ’ t feel like dodging cars and scooters !",neutral,dailydialog_4514,0,Speaker,dailydialog
"Yes , I can see . The summer heat is over , and the winter cold is still far away .",joy,dailydialog_4515,0,Speaker,dailydialog
Just okay .,neutral,dailydialog_4516,0,Speaker,dailydialog
"It ’ s a great pleasure to meet you , Mr . Brown . I believe you have seen our exhibits in the showroom . May I know what particular items you ’ re interested in ?",neutral,dailydialog_4517,0,Speaker,dailydialog
I couldn't come .,neutral,dailydialog_4518,0,Speaker,dailydialog
"Yes , please . I'd like the steak and mushrooms .",neutral,dailydialog_4519,0,Speaker,dailydialog
"Clive was really outstanding . Not only he put on a big show himself , but also he inspired the whole team .",neutral,dailydialog_4520,0,Speaker,dailydialog
Maybe you should think about getting a round helmet ; they're better .,joy,dailydialog_4521,0,Speaker,dailydialog
He was quite right .,neutral,dailydialog_4522,0,Speaker,dailydialog
"Sure , I'll be back in a minute .",joy,dailydialog_4523,0,Speaker,dailydialog
"Closed ? Are you kidding ? What is it , some kind of holiday today ?",surprise,dailydialog_4524,0,Speaker,dailydialog
For what time ?,neutral,dailydialog_4525,0,Speaker,dailydialog
"Yes , maybe you can come on Friday .",neutral,dailydialog_4526,0,Speaker,dailydialog
You need to avoid highly fatty and greasy foods . You should also avoid too much sugar and caffeine .,neutral,dailydialog_4527,0,Speaker,dailydialog
"well , yesterday , I decided to face my fear of heights .",joy,dailydialog_4528,0,Speaker,dailydialog
"Are you serious , John ?",neutral,dailydialog_4529,0,Speaker,dailydialog
"Ok , thank you for your time and patience .",joy,dailydialog_4530,0,Speaker,dailydialog
Do you have training program or plan for employees ?,neutral,dailydialog_4531,0,Speaker,dailydialog
Thank you . This is my first time to come to a Chinese restaurant . Could you tell me the different features of Chinese food ?,joy,dailydialog_4532,0,Speaker,dailydialog
"My father supports the family , and he is the sole breadwinner . My mother is a housewife .",neutral,dailydialog_4533,0,Speaker,dailydialog
I don't know whether we are in a dream .,joy,dailydialog_4534,0,Speaker,dailydialog
"Mister , I have an account now .",neutral,dailydialog_4535,0,Speaker,dailydialog
Sounds exciting . I can't wait .,joy,dailydialog_4536,0,Speaker,dailydialog
"That's right . OK , let's move on .",joy,dailydialog_4537,0,Speaker,dailydialog
"well , that's true , but living expenses are also higher in big cities .",neutral,dailydialog_4538,0,Speaker,dailydialog
"It seems that my employees are having trouble working as a team . Not to mention serious lapses in service , sales and leadership skills .",neutral,dailydialog_4539,0,Speaker,dailydialog
How does it look ?,neutral,dailydialog_4540,0,Speaker,dailydialog
"I gave everyone a copy of the manual last week . We've had the review board going over everything , and they have come up with a final review . Here's a copy for everyone , and if you have any questions , you can talk to me after the meeting . Basically , the budget review has been completed , with maybe a few polishing details left .",neutral,dailydialog_4541,0,Speaker,dailydialog
"Yes . We're going to be married in my hometown church , the first minute of the new millennium !",joy,dailydialog_4542,0,Speaker,dailydialog
I like it very much .,joy,dailydialog_4543,0,Speaker,dailydialog
I'll make sure and make it to the next one .,neutral,dailydialog_4544,0,Speaker,dailydialog
I think your speech was excellent .,joy,dailydialog_4545,0,Speaker,dailydialog
"You've got to , I'm afraid . And look at this . You weigh 200 stones . That's too much for a man of your size .",neutral,dailydialog_4546,0,Speaker,dailydialog
Is it a two-pin socket ?,neutral,dailydialog_4547,0,Speaker,dailydialog
I wasn't happy with it .,disgust,dailydialog_4548,0,Speaker,dailydialog
Formulate a satisfactory answer based on your specific situation .,neutral,dailydialog_4549,0,Speaker,dailydialog
The New Bar is all techno music on Friday night.You really want to dance to that ?,neutral,dailydialog_4550,0,Speaker,dailydialog
Thank you for purchasing your new mattress with us .,neutral,dailydialog_4551,0,Speaker,dailydialog
You're welcome . May you have a good time . Please give my regards to your wife . I wish her a happy birthday tomorrow .,joy,dailydialog_4552,0,Speaker,dailydialog
Thank you SO much .,joy,dailydialog_4553,0,Speaker,dailydialog
Umm hmm . Do you have a diver's license ?,neutral,dailydialog_4554,0,Speaker,dailydialog
"No , public schools can be very different . Even in the same city .",neutral,dailydialog_4555,0,Speaker,dailydialog
"Well , I can say that the new models will be here in August.If you order one now , we will have it for you in August .",neutral,dailydialog_4556,0,Speaker,dailydialog
"Oh , it's no problem.It ' s OK.You know , it only happened once .",joy,dailydialog_4557,0,Speaker,dailydialog
"Well we have espresso , cappuccino , latte , skinny latte or Americano .",neutral,dailydialog_4558,0,Speaker,dailydialog
One last question,neutral,dailydialog_4559,0,Speaker,dailydialog
That is so nice of you .,joy,dailydialog_4560,0,Speaker,dailydialog
You'd better remember your promise .,neutral,dailydialog_4561,0,Speaker,dailydialog
I see . Now I want to check out two books on spoken English . Can you show me where I can find them ?,neutral,dailydialog_4562,0,Speaker,dailydialog
I think I'm convinced that trying for this position is the best choice for you .,neutral,dailydialog_4563,0,Speaker,dailydialog
They would say I am a dependable friend and a capable colleague .,neutral,dailydialog_4564,0,Speaker,dailydialog
"Just come to our house and stay over . You'll sit by his bed and greet him like a beautiful red rose , ' Good morning ! '",joy,dailydialog_4565,0,Speaker,dailydialog
You look so young .,joy,dailydialog_4566,0,Speaker,dailydialog
I might do that too . I hope the weather is nice . I could go and play some golf .,neutral,dailydialog_4567,0,Speaker,dailydialog
I am going to the gym . Do you want to come with me ?,neutral,dailydialog_4568,0,Speaker,dailydialog
Don't be silly .,joy,dailydialog_4569,0,Speaker,dailydialog
Perhaps . I'm dead tired .,sadness,dailydialog_4570,0,Speaker,dailydialog
I can't even imagine you snorkeling !,surprise,dailydialog_4571,0,Speaker,dailydialog
Classical music is supposed to be good for you brain . Research suggest that it makes your brain more active . Students who listen to classical music while studying perform better .,neutral,dailydialog_4572,0,Speaker,dailydialog
I think I'll have the lobster . What are you going to have ?,neutral,dailydialog_4573,0,Speaker,dailydialog
I need to improve my English .,neutral,dailydialog_4574,0,Speaker,dailydialog
I appreciate it .,neutral,dailydialog_4575,0,Speaker,dailydialog
"Great ! I must warn you though , whatever happens , don ’ t let me go on a drinking binge . Trust me , it ’ s not a pretty picture !",joy,dailydialog_4576,0,Speaker,dailydialog
"Me , too . Why don't we get ready now ?",neutral,dailydialog_4577,0,Speaker,dailydialog
We'll give you our decision in 7 days .,neutral,dailydialog_4578,0,Speaker,dailydialog
Are there any disadvantages about it ?,neutral,dailydialog_4579,0,Speaker,dailydialog
"You can tell them "" Please finding the enclosed customer service survey , else also , you can say Attach a customer survey . If you need resource it right away , you can tell them the urgent by saying Please return the survey without dely as soon as possible . Maye it more polite with this as early as convenience .",neutral,dailydialog_4580,0,Speaker,dailydialog
"Yes , that ’ s the exact thing we need . One for each .",neutral,dailydialog_4581,0,Speaker,dailydialog
I already had that idea .,sadness,dailydialog_4582,0,Speaker,dailydialog
"You're welcome , sir .",joy,dailydialog_4583,0,Speaker,dailydialog
Have you seen that house ?,joy,dailydialog_4584,0,Speaker,dailydialog
My pen name is ' Dark Blue ' .,neutral,dailydialog_4585,0,Speaker,dailydialog
"So , we propose your company apply to Hongkong and Shanghai Banking Corporation for a long-term loan . Six months before each shipment , you through Hongkong and Shanghai Banking Corporation open , in our favour , an irrevocable , dividable L / C which is to remain valid for two months .",neutral,dailydialog_4586,0,Speaker,dailydialog
"Yes , there is a lake in the park . It is very beautiful .",joy,dailydialog_4587,0,Speaker,dailydialog
"Mary , today is a great day for you .",joy,dailydialog_4588,0,Speaker,dailydialog
Do you have a warranty on it ?,neutral,dailydialog_4589,0,Speaker,dailydialog
"Yes , it's really amazing . I got to go now . I'm meeting with some other collectors .",joy,dailydialog_4590,0,Speaker,dailydialog
When are you returning home ?,joy,dailydialog_4591,0,Speaker,dailydialog
that sounds good . I'm going to start with an Italian tiramisu .,joy,dailydialog_4592,0,Speaker,dailydialog
I use those sites . Hey ! Let's go check out a flea market later .,fear,dailydialog_4593,0,Speaker,dailydialog
"Wow , you're really informative . Thanks a lot .",joy,dailydialog_4594,0,Speaker,dailydialog
What do you think of the apartment ?,neutral,dailydialog_4595,0,Speaker,dailydialog
"I like almost all sports , and I enjoy both playing and watching . I especially like tennis and mountain climbing . I was in the climbing club all through school .",neutral,dailydialog_4596,0,Speaker,dailydialog
"For us , karaoke is becoming a popular entertainment .",joy,dailydialog_4597,0,Speaker,dailydialog
I think that would be perfect .,joy,dailydialog_4598,0,Speaker,dailydialog
Thank you . Anything else ?,joy,dailydialog_4599,0,Speaker,dailydialog
Would you like to confirm the reservation ?,neutral,dailydialog_4600,0,Speaker,dailydialog
She is very nice and open-minded .,joy,dailydialog_4601,0,Speaker,dailydialog
I don ’ t have a car .,neutral,dailydialog_4602,0,Speaker,dailydialog
"So Vicky , how long have you held your present position ?",neutral,dailydialog_4603,0,Speaker,dailydialog
"Oh , really ? What do you do there exactly ?",surprise,dailydialog_4604,0,Speaker,dailydialog
I'd like to return this radio .,neutral,dailydialog_4605,0,Speaker,dailydialog
How much is that going to cost me ?,neutral,dailydialog_4606,0,Speaker,dailydialog
"Wow , that does sound like it's going to be fun .",joy,dailydialog_4607,0,Speaker,dailydialog
Shirley .,neutral,dailydialog_4608,0,Speaker,dailydialog
"Oh , I see . I need more practice before I take the driving test .",neutral,dailydialog_4609,0,Speaker,dailydialog
"Oh , that's a nasty cough . Let me feel your head . You're on fire !",surprise,dailydialog_4610,0,Speaker,dailydialog
My salary is pretty high and I've never had a problem with my credit rating in the past . Are there any perks of the platinum card ?,neutral,dailydialog_4611,0,Speaker,dailydialog
"Then you'll have to think of something better , Robert .",neutral,dailydialog_4612,0,Speaker,dailydialog
Do you want me to take a look ?,neutral,dailydialog_4613,0,Speaker,dailydialog
"Yes , we also apply a special day cream that protect the skin from the sun and the night cream that moisturize to the skin .",neutral,dailydialog_4614,0,Speaker,dailydialog
I understand . Would you like me to call you back ?,neutral,dailydialog_4615,0,Speaker,dailydialog
As soon as possible . Can I have it right now ?,neutral,dailydialog_4616,0,Speaker,dailydialog
I ’ Ve got a business call that I really need to take .,neutral,dailydialog_4617,0,Speaker,dailydialog
Yeah . Here ’ s my list . I ’ m not sure if the class schedule will allow me to take all of them though .,joy,dailydialog_4618,0,Speaker,dailydialog
I think that we should dress neatly and appropriately .,neutral,dailydialog_4619,0,Speaker,dailydialog
"Yes , I'd love to . It ’ s interesting to see who is considered the best in their field and which film are thought to be particularly good .",joy,dailydialog_4620,0,Speaker,dailydialog
Thank you very much for looking after my house in my absence .,joy,dailydialog_4621,0,Speaker,dailydialog
I'm not sure . But I'll get a table ready as fast as I can .,neutral,dailydialog_4622,0,Speaker,dailydialog
You're right . Would you please show me some embroidery ? I also want to buy some embroidered tablecloths to match the tapestry .,neutral,dailydialog_4623,0,Speaker,dailydialog
The furniture is built extremely well .,neutral,dailydialog_4624,0,Speaker,dailydialog
I will have my assistant check my calendar and get back to you with the exact time . Can you bring me an outline of the project when you come ?,neutral,dailydialog_4625,0,Speaker,dailydialog
Sure . Brown and we have reserved a table next to the door .,neutral,dailydialog_4626,0,Speaker,dailydialog
"Actually , I have to go to school right now .",neutral,dailydialog_4627,0,Speaker,dailydialog
It's only the rarest coffee in the world ! Didn't your momma teach you anything when you were growing up ?,surprise,dailydialog_4628,0,Speaker,dailydialog
When do you think you will do that ?,neutral,dailydialog_4629,0,Speaker,dailydialog
"Pretty well , thanks . Still feeling the effects of jet lag a bit , but last night I got at lease six hours of rest .",joy,dailydialog_4630,0,Speaker,dailydialog
