Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
"That's great . Will that be cash , check , or credit card ?",joy,dailydialog_925,0,Speaker,dailydialog
I can transfer my home video clips from my camcorder to my computer for editing .,joy,dailydialog_926,0,Speaker,dailydialog
Definitely . I ’ m really sorry !,sadness,dailydialog_927,0,Speaker,dailydialog
"Thank you very much , bye !",joy,dailydialog_928,0,Speaker,dailydialog
"That ’ s it , my lease is up . I have to move .",neutral,dailydialog_929,0,Speaker,dailydialog
"Well , I must be off now . I have an appointment at six .",neutral,dailydialog_930,0,Speaker,dailydialog
"Yes , I understand the numbers .",neutral,dailydialog_931,0,Speaker,dailydialog
"I'd like to , but the photocopier is out of order .",neutral,dailydialog_932,0,Speaker,dailydialog
Dress casually and bring your bathing suit !,joy,dailydialog_933,0,Speaker,dailydialog
I think so . Maybe that ’ s why it ’ s cheap here .,disgust,dailydialog_934,0,Speaker,dailydialog
Of course not . I knew she had fallen in love with another guy . It is difficult to see her move on so quickly .,sadness,dailydialog_935,0,Speaker,dailydialog
It's room number 261 .,neutral,dailydialog_936,0,Speaker,dailydialog
yes . It was so crowded . I'm worn-out . Let's find our seats .,neutral,dailydialog_937,0,Speaker,dailydialog
Try to be more careful in future .,neutral,dailydialog_938,0,Speaker,dailydialog
Look ! It looks as if it is going to rain .,surprise,dailydialog_939,0,Speaker,dailydialog
It's really great to see you again . How about a drink tonight ?,joy,dailydialog_940,0,Speaker,dailydialog
"Oh dear , I forgot to bring it .",sadness,dailydialog_941,0,Speaker,dailydialog
"Stand on the chair , Pig Tom . Use your brain .",neutral,dailydialog_942,0,Speaker,dailydialog
"Well , there's nothing much wrong with you . You're under too much pressure .",neutral,dailydialog_943,0,Speaker,dailydialog
"Oh , I see . But I think you are making a fuss . They will make it up . Bet it .",neutral,dailydialog_944,0,Speaker,dailydialog
Can you tell me about a nice restaurant to go to ?,neutral,dailydialog_945,0,Speaker,dailydialog
"I'd love to ! But I have never learned martial arts , and there is only a month left before the New Year .",joy,dailydialog_946,0,Speaker,dailydialog
Are you serious ? Why would they have to go to such extreme measures like a strike ? Doesn't your company have a pretty good corporate image ? I'll bet the folks at headquarters are going nuts over something as serious as a strike ...,surprise,dailydialog_947,0,Speaker,dailydialog
"Sure , I love salad !",joy,dailydialog_948,0,Speaker,dailydialog
Two weeks and I would like to go abroad .,neutral,dailydialog_949,0,Speaker,dailydialog
That is good news .,joy,dailydialog_950,0,Speaker,dailydialog
"Full coverage , please .",neutral,dailydialog_951,0,Speaker,dailydialog
He is a dishonest man and always tells a cock and bull story .,disgust,dailydialog_952,0,Speaker,dailydialog
We'd like to invite you over for dinner this Friday evening . Can you come ?,joy,dailydialog_953,0,Speaker,dailydialog
What a police officer !,surprise,dailydialog_954,0,Speaker,dailydialog
Hey ! I just bought one of those new Japanese cell phones ! It's loaded with extras .,joy,dailydialog_955,0,Speaker,dailydialog
I pressed the emergency button ! And then I stayed in the elevator waiting for the rescue .,fear,dailydialog_956,0,Speaker,dailydialog
It's the holidays ! Everybody knows how hard it is to get tickets !,anger,dailydialog_957,0,Speaker,dailydialog
That's a good idea .,joy,dailydialog_958,0,Speaker,dailydialog
"Oh , there is a car exhibition tomorrow afternoon . I have two tickets.Would you like to go there with me ?",neutral,dailydialog_959,0,Speaker,dailydialog
OK ! Before that I'll take this one as you .,joy,dailydialog_960,0,Speaker,dailydialog
Now it's my son's turn to wait .,neutral,dailydialog_961,0,Speaker,dailydialog
"Oh , Really ?",surprise,dailydialog_962,0,Speaker,dailydialog
"Thanks a lot . By the way , do you make the deliveries ?",joy,dailydialog_963,0,Speaker,dailydialog
Good idea ! We'll have to get right on it .,joy,dailydialog_964,0,Speaker,dailydialog
"Happy birthday , Peter , and many happy returns of the day . Here's a present for you .",joy,dailydialog_965,0,Speaker,dailydialog
Hello . Are you here to withdraw some money from your account at the Securities Company ? I'll need to see your Passbook for that account .,neutral,dailydialog_966,0,Speaker,dailydialog
"Sorry , he's out .",sadness,dailydialog_967,0,Speaker,dailydialog
That's great ! Thank you very much .,joy,dailydialog_968,0,Speaker,dailydialog
Is's infuriating ! I have to be in Rome by five .,anger,dailydialog_969,0,Speaker,dailydialog
I can ’ t believe you didn ’ t know when the elections were .,surprise,dailydialog_970,0,Speaker,dailydialog
"That ’ s a good point . Car owners will probably be against it , but people who use public transport will be in favor of it .",joy,dailydialog_971,0,Speaker,dailydialog
"No , the burn ointment seemed to take effect right away . I think it's already healed .",neutral,dailydialog_972,0,Speaker,dailydialog
Just alright ? ! ? She's hot !,joy,dailydialog_973,0,Speaker,dailydialog
My fault . I didn't realize what time it was .,neutral,dailydialog_974,0,Speaker,dailydialog
I'm glad I did too .,joy,dailydialog_975,0,Speaker,dailydialog
What's this ? Essential oil ? Wow ! This stuff is expensive .,surprise,dailydialog_976,0,Speaker,dailydialog
Do you think you can get me there seven thirty ?,neutral,dailydialog_977,0,Speaker,dailydialog
Really ? Good for you .,surprise,dailydialog_978,0,Speaker,dailydialog
Thank you . I want to continue to be able to recommend this hotel to others .,neutral,dailydialog_979,0,Speaker,dailydialog
"Ha-ha , so you believe in astrology ?",joy,dailydialog_980,0,Speaker,dailydialog
"With everything , with everybody , with all this !",anger,dailydialog_981,0,Speaker,dailydialog
Thanks for reminding me . I ’ Ve prepared some party games for the children too .,joy,dailydialog_982,0,Speaker,dailydialog
"Let me have a look . Oh , no . They are Chinese poems which describe this happy scene .",joy,dailydialog_983,0,Speaker,dailydialog
"Oh , really ? Where ’ d you find it ?",surprise,dailydialog_984,0,Speaker,dailydialog
That might be a little too cold for some people .,joy,dailydialog_985,0,Speaker,dailydialog
I am looking for a job myself . What were you thinking of doing next ?,neutral,dailydialog_986,0,Speaker,dailydialog
"Hello , Mary . Nice day , isn't it ?",neutral,dailydialog_987,0,Speaker,dailydialog
"No , I shouldn ’ t think so . But you must take your passport of course .",neutral,dailydialog_988,0,Speaker,dailydialog
How come you don ’ t know where it is ?,surprise,dailydialog_989,0,Speaker,dailydialog
Thank you . I just got this outfit the other day .,joy,dailydialog_990,0,Speaker,dailydialog
"Yeah , yeah , we ’ re here because we feel this is an injustice ! The financial irresponsibility of big business has to stop ! We ’ re there to show the government that we don ’ t like the way that they ’ re spending our tax dollars !",anger,dailydialog_991,0,Speaker,dailydialog
You're going to make me rich by not paying me ?,anger,dailydialog_992,0,Speaker,dailydialog
"Good , May I have your name , please ?",joy,dailydialog_993,0,Speaker,dailydialog
What date is it today ?,neutral,dailydialog_994,0,Speaker,dailydialog
"Everything about them was different , even the theaters .",neutral,dailydialog_995,0,Speaker,dailydialog
A trip to China for summer vacation . Wow ! What a wonderful surprise ! Thank you . This is the best surprise I've ever had .,surprise,dailydialog_996,0,Speaker,dailydialog
excellent choice . I love its smooth flavor .,joy,dailydialog_997,0,Speaker,dailydialog
Would you please teach me how to use the computer ?,neutral,dailydialog_998,0,Speaker,dailydialog
Good job ! This is going to be a great night !,joy,dailydialog_999,0,Speaker,dailydialog
Of course . The warranty period is one year .,neutral,dailydialog_1000,0,Speaker,dailydialog
It's filthy because you never wipe your shoes .,anger,dailydialog_1001,0,Speaker,dailydialog
Oh Jeff ! I love you too ! I ’ m so glad we didn ’ t have to decide who keeps the motorcycle .,joy,dailydialog_1002,0,Speaker,dailydialog
Really ? Can I join it ?,surprise,dailydialog_1003,0,Speaker,dailydialog
what kind of course are you looking for ?,neutral,dailydialog_1004,0,Speaker,dailydialog
You are saying he will be promoted to the general manager ?,surprise,dailydialog_1005,0,Speaker,dailydialog
One Grand Slam breakfast for you !,neutral,dailydialog_1006,0,Speaker,dailydialog
"Thanks , Mom.Can I have dessert now ? I love chocolate cake .",joy,dailydialog_1007,0,Speaker,dailydialog
Is there an additional surcharge for the gym ?,neutral,dailydialog_1008,0,Speaker,dailydialog
I feel quite embarrassed for having to request a pay raise so quickly .,neutral,dailydialog_1009,0,Speaker,dailydialog
"Oh , that's exciting . What's this guy like ? Is he hot ?",joy,dailydialog_1010,0,Speaker,dailydialog
try not to let it bother you too much .,joy,dailydialog_1011,0,Speaker,dailydialog
"You are right . Anyway , things will be different as the days go on . She can get it . I have faith in her .",joy,dailydialog_1012,0,Speaker,dailydialog
"that's be great . The more prepared I am , the better .",joy,dailydialog_1013,0,Speaker,dailydialog
"Doctor Ruth's office , may I help you ?",neutral,dailydialog_1014,0,Speaker,dailydialog
That ’ s fine ! Don ’ t worry about it !,joy,dailydialog_1015,0,Speaker,dailydialog
Really ? Do you like it ?,surprise,dailydialog_1016,0,Speaker,dailydialog
I ask you to pass through life at my side-to be my second self and best earthly companion .,anger,dailydialog_1017,0,Speaker,dailydialog
Whew ! That sounds more like my price range . I'll take two liangs .,joy,dailydialog_1018,0,Speaker,dailydialog
"Excuse me , can you suggest a good book for me to read ?",neutral,dailydialog_1019,0,Speaker,dailydialog
"No , there ’ s no need . Thank you all the same .",joy,dailydialog_1020,0,Speaker,dailydialog
"Pete ! Nice to see you Well , on top the norm , you know , wife and kids and work , I ’ Ve actually gotten into doing some trading .",joy,dailydialog_1021,0,Speaker,dailydialog
Really ? I've already opened it . Great ! And it is exactly after my fancy . Thank you very much .,disgust,dailydialog_1022,0,Speaker,dailydialog
Really ? It sounds interesting .,surprise,dailydialog_1023,0,Speaker,dailydialog
I ’ m sorry . We must have misunderstood each other .,neutral,dailydialog_1024,0,Speaker,dailydialog
Did you have to take a medical before you could take out the policy ?,neutral,dailydialog_1025,0,Speaker,dailydialog
"Actually , there is a problem . It's the goods description , it's a little different on the invoice , but this does happen sometimes .",neutral,dailydialog_1026,0,Speaker,dailydialog
I think there's someone at the door . Excuse me while I go and get that .,neutral,dailydialog_1027,0,Speaker,dailydialog
Is there something wrong ? You look so sad .,surprise,dailydialog_1028,0,Speaker,dailydialog
"Sure ! Look , it suits you well .",surprise,dailydialog_1029,0,Speaker,dailydialog
"Thanks . You'd be OK on your own . There are loads of fashion victims out there , and you are not one of them . Have you tried it on yet ?",joy,dailydialog_1030,0,Speaker,dailydialog
good luck !,joy,dailydialog_1031,0,Speaker,dailydialog
Gross ! What are you doing to yourself ?,disgust,dailydialog_1032,0,Speaker,dailydialog
What was that again ?,neutral,dailydialog_1033,0,Speaker,dailydialog
Can I keep the apartment if I pay my rent in full ?,neutral,dailydialog_1034,0,Speaker,dailydialog
"Really ? No , no , I couldn't ! You're too nice !",joy,dailydialog_1035,0,Speaker,dailydialog
"I don't know what I'm going to do . I need to find a job . If I don't , I won't be able to stay here next semester .",sadness,dailydialog_1036,0,Speaker,dailydialog
Jenny is getting married .,joy,dailydialog_1037,0,Speaker,dailydialog
When is your vacation going to start ?,joy,dailydialog_1038,0,Speaker,dailydialog
Three . And bring four bell peppers .,neutral,dailydialog_1039,0,Speaker,dailydialog
"Well , do you have through tickets ?",neutral,dailydialog_1040,0,Speaker,dailydialog
Good luck !,joy,dailydialog_1041,0,Speaker,dailydialog
"Yes , that was probably it ! It isn't fair .",anger,dailydialog_1042,0,Speaker,dailydialog
"Oh , really ? How does the book end ?",surprise,dailydialog_1043,0,Speaker,dailydialog
"OK , that'd be very nice .",joy,dailydialog_1044,0,Speaker,dailydialog
"Wow ! I am really honored you went through all this trouble just for my sake . I really appreciate that . So , what time are we going ?",joy,dailydialog_1045,0,Speaker,dailydialog
Please . Everyone enjoys hearing the benefits of something !,neutral,dailydialog_1046,0,Speaker,dailydialog
"Would you have my baggage sent up , please ?",neutral,dailydialog_1047,0,Speaker,dailydialog
"Yes , certainly . I'll be back in a minute.Here you are .",joy,dailydialog_1048,0,Speaker,dailydialog
You ’ re pulling my leg ! She must be thirty years younger than Leo . Talk about robbing the cradle !,surprise,dailydialog_1049,0,Speaker,dailydialog
"I am sorry to say it's not on the way , but during loading . The tins inside the cases were broken evidently through rough handling .",anger,dailydialog_1050,0,Speaker,dailydialog
"Oh , my god . If this flight is late . I will for Sydney.What can I do now ?",sadness,dailydialog_1051,0,Speaker,dailydialog
It feels like ten degrees below zero at least . I don't mind the cold weather but I do hate it when it gets slippery .,disgust,dailydialog_1052,0,Speaker,dailydialog
"I know , Mr . Douglas . But I am really sick .",sadness,dailydialog_1053,0,Speaker,dailydialog
I am awfully sorry but there are no vacancies left now . Would you like to wait for a moment ?,sadness,dailydialog_1054,0,Speaker,dailydialog
that sounds nice . How do you spend your mornings ?,joy,dailydialog_1055,0,Speaker,dailydialog
"Wow ! Bali Islands have some of the best beaches in the world , don't they ?",joy,dailydialog_1056,0,Speaker,dailydialog
There ’ s movie ? My teacher didn ’ t tell me that !,surprise,dailydialog_1057,0,Speaker,dailydialog
"It depends where you live , sir .",neutral,dailydialog_1058,0,Speaker,dailydialog
No problem . Thank you for being so understanding .,joy,dailydialog_1059,0,Speaker,dailydialog
"I don't think so , Maria , but I think you can look for information on the Internet .",neutral,dailydialog_1060,0,Speaker,dailydialog
"For us , karaoke is becoming a popular entertainment .",joy,dailydialog_1061,0,Speaker,dailydialog
"Oh , sorry , I don't have it on me . Honestly , I forgot it at the house . But I have the insurance policy with me . Here it is .",sadness,dailydialog_1062,0,Speaker,dailydialog
It's your fault for mixing the two broths !,anger,dailydialog_1063,0,Speaker,dailydialog
Is it very interesting ?,joy,dailydialog_1064,0,Speaker,dailydialog
That was really a nightmare !,fear,dailydialog_1065,0,Speaker,dailydialog
Looks like there are a lot of things to do to stay healthy .,neutral,dailydialog_1066,0,Speaker,dailydialog
I like it very much .,joy,dailydialog_1067,0,Speaker,dailydialog
"I'm sorry , I overslept .",sadness,dailydialog_1068,0,Speaker,dailydialog
But Ben is not a bad man . I know him from A to Z .,neutral,dailydialog_1069,0,Speaker,dailydialog
I could give you a few pointers if you want . I know a lot about coffee .,neutral,dailydialog_1070,0,Speaker,dailydialog
That sounds good . I'm going to order the same thing .,joy,dailydialog_1071,0,Speaker,dailydialog
"thanks , I will . I'll see you tomorrow then !",joy,dailydialog_1072,0,Speaker,dailydialog
Thank you . The payment needs to be in the form of cash or a cashier ’ s check .,joy,dailydialog_1073,0,Speaker,dailydialog
What about these ? They are very fresh and exceptionally juicy .,neutral,dailydialog_1074,0,Speaker,dailydialog
"I ’ m going to put it on this table , Sam .",neutral,dailydialog_1075,0,Speaker,dailydialog
From 9A . M . to 5 P . M .,neutral,dailydialog_1076,0,Speaker,dailydialog
Really ? Do I look happy all the time ?,surprise,dailydialog_1077,0,Speaker,dailydialog
Thank you . It looks very attractive .,joy,dailydialog_1078,0,Speaker,dailydialog
Oh ! That sounds great ! How about six o'clock ?,joy,dailydialog_1079,0,Speaker,dailydialog
"Lucy , come here ! I can see the lake which is in the center of park .",joy,dailydialog_1080,0,Speaker,dailydialog
How's your married life ?,joy,dailydialog_1081,0,Speaker,dailydialog
See how many people are here !,neutral,dailydialog_1082,0,Speaker,dailydialog
You can send a compressed one .,neutral,dailydialog_1083,0,Speaker,dailydialog
That's incredible . I can't believe it .,surprise,dailydialog_1084,0,Speaker,dailydialog
No trouble at all . So long .,joy,dailydialog_1085,0,Speaker,dailydialog
It ’ s been a long time since I ’ Ve had to look for work and put a resume together .,neutral,dailydialog_1086,0,Speaker,dailydialog
"Thanks very much for your help , Li Lan . See you tomorrow .",joy,dailydialog_1087,0,Speaker,dailydialog
"That maybe true , and I for one don ’ t want to see anyone lose their job , but how can these Ces ask for a bailout when they ’ re making millions of dollars ? And then , they have the nerve to fly to Washington in private jets ! This costs hundreds of thousands of dollars ! And they ’ re asking for money ! That is just not right !",anger,dailydialog_1088,0,Speaker,dailydialog
Were there any animals in the forest ?,neutral,dailydialog_1089,0,Speaker,dailydialog
That's no problem .,joy,dailydialog_1090,0,Speaker,dailydialog
My mistake .,sadness,dailydialog_1091,0,Speaker,dailydialog
Congratulations ! I had no idea .,joy,dailydialog_1092,0,Speaker,dailydialog
Thank you . This one looks nice . Is it near the university ?,joy,dailydialog_1093,0,Speaker,dailydialog
Just get over here !,fear,dailydialog_1094,0,Speaker,dailydialog
I really have no idea . All I know is that the thought of him really curls my hair !,anger,dailydialog_1095,0,Speaker,dailydialog
How did you first meet Jack each other ?,joy,dailydialog_1096,0,Speaker,dailydialog
Okay . Does this car have a warranty ?,neutral,dailydialog_1097,0,Speaker,dailydialog
Leave me alone !,anger,dailydialog_1098,0,Speaker,dailydialog
Wow ! I'm impressed !,surprise,dailydialog_1099,0,Speaker,dailydialog
But I still get stuck on the different tones . It drives me crazy .,disgust,dailydialog_1100,0,Speaker,dailydialog
I'd like a pair of sports shoes .,neutral,dailydialog_1101,0,Speaker,dailydialog
"Yes , Would you like to have the seats in the front or at the back ?",neutral,dailydialog_1102,0,Speaker,dailydialog
Long Distance . May I help you ?,neutral,dailydialog_1103,0,Speaker,dailydialog
"The boss had an informal discussion with me this morning , I feel really down .",sadness,dailydialog_1104,0,Speaker,dailydialog
Really ? I hope it hasn ’ t left without me .,surprise,dailydialog_1105,0,Speaker,dailydialog
"That's the beauty of it , and the danger .",joy,dailydialog_1106,0,Speaker,dailydialog
Congratulations . But have you heard the proverb that if one gets married too hurriedly one may regret it for a long time ?,joy,dailydialog_1107,0,Speaker,dailydialog
"Did Bean send these dirty jokes to you , too ? Look !",anger,dailydialog_1108,0,Speaker,dailydialog
You stopped just in time . Good for you !,joy,dailydialog_1109,0,Speaker,dailydialog
Not bad . What kind of film did it produce from the ready to mid 1930 ' s,joy,dailydialog_1110,0,Speaker,dailydialog
It must be dreadful to grow old .,neutral,dailydialog_1111,0,Speaker,dailydialog
What a thoughtful granddad ! Do you have her account details with you ?,joy,dailydialog_1112,0,Speaker,dailydialog
"Ar ! Dad , the power went out .",fear,dailydialog_1113,0,Speaker,dailydialog
"I'm sorry , but we're booked up on Friday .",sadness,dailydialog_1114,0,Speaker,dailydialog
"Thank you , Dad .",joy,dailydialog_1115,0,Speaker,dailydialog
First I need to get your address . Try to move your arm as little as possible .,neutral,dailydialog_1116,0,Speaker,dailydialog
"I feel like going for a drink , it's been a long day .",joy,dailydialog_1117,0,Speaker,dailydialog
Are you a music lover ?,joy,dailydialog_1118,0,Speaker,dailydialog
I can ’ t believe it !,surprise,dailydialog_1119,0,Speaker,dailydialog
"I hope you will find a place . Listen , I'd better go . I am going to be late for class .",neutral,dailydialog_1120,0,Speaker,dailydialog
really ? what is it ?,surprise,dailydialog_1121,0,Speaker,dailydialog
"Listen , Christine , you can not afford another day off . You ’ Ve called in sick five times in the last three weeks .",anger,dailydialog_1122,0,Speaker,dailydialog
I won ’ t know anybody at that school .,neutral,dailydialog_1123,0,Speaker,dailydialog
You know .. I have a weakness for long dresses .,joy,dailydialog_1124,0,Speaker,dailydialog
"By the way , what's your favorite weather ?",neutral,dailydialog_1125,0,Speaker,dailydialog
She was a very controversial leader . Are we going to visit the famous tower of London later ?,joy,dailydialog_1126,0,Speaker,dailydialog
Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true .,surprise,dailydialog_1127,0,Speaker,dailydialog
I couldn't agree with you more .,joy,dailydialog_1128,0,Speaker,dailydialog
"Hello , Mr . Stern . This is Hao Bo from the International Travel Agency . I have made the plane reservations for you .",neutral,dailydialog_1129,0,Speaker,dailydialog
"Look , traffic jam again !",anger,dailydialog_1130,0,Speaker,dailydialog
$ 120 ? ! Then I should go and see what I can get ...,surprise,dailydialog_1131,0,Speaker,dailydialog
you are really happy and able to achieve high scores at school .,neutral,dailydialog_1132,0,Speaker,dailydialog
"Absolutely . Mm , this is really good .",joy,dailydialog_1133,0,Speaker,dailydialog
this path leads to the cave . Can we look inside the cave ?,neutral,dailydialog_1134,0,Speaker,dailydialog
"Come on , Liz . Be open-minded ! Look at my eyes , they are puffy . And my eye bags , they are dark and loose and full of lines and circles . I really hope surgery can wipe out the tired feelings .",anger,dailydialog_1135,0,Speaker,dailydialog
I'd say all you've done is moved the dirt from the windows on to your face and hands . Disgraceful !,anger,dailydialog_1136,0,Speaker,dailydialog
He never came .,sadness,dailydialog_1137,0,Speaker,dailydialog
Wow ! Congratulation ! When do classes start ?,joy,dailydialog_1138,0,Speaker,dailydialog
Congratulations ! You do have the right attitude .,joy,dailydialog_1139,0,Speaker,dailydialog
"$ 900 a month ? We don ’ t often have apartment as inexpensive as that . We have one apartment for $ 985 a month today , on Eleventh Avenue . It ’ s near the municipal buildings .",surprise,dailydialog_1140,0,Speaker,dailydialog
"Sure , I think that would be possible . Where is the fundraiser ?",joy,dailydialog_1141,0,Speaker,dailydialog
I haven't got enough for prosecuting him .,neutral,dailydialog_1142,0,Speaker,dailydialog
"Katherine ? Well , she's good at languages .",joy,dailydialog_1143,0,Speaker,dailydialog
"I'm so sorry , I .. I didn't realize it was that loud .",sadness,dailydialog_1144,0,Speaker,dailydialog
I just lost my job . I'm just worried about how I'm going to pay the bills .,sadness,dailydialog_1145,0,Speaker,dailydialog
I need to come to grips with his death first . And I also need to prepare a eulogy in case I'm asked to speak tomorrow .,sadness,dailydialog_1146,0,Speaker,dailydialog
"Why ? Isn't it obvious ? First you impose way too much on me , and I'm tired away . Second , you stood me up on the Valentine's Day .",anger,dailydialog_1147,0,Speaker,dailydialog
"yeah , maybe you ’ re right . How about this outfit ?",neutral,dailydialog_1148,0,Speaker,dailydialog
May I have your attention please ?,neutral,dailydialog_1149,0,Speaker,dailydialog
Why ? I work very hard .,surprise,dailydialog_1150,0,Speaker,dailydialog
Why do all girls appear feminine after sophomore year ?,neutral,dailydialog_1151,0,Speaker,dailydialog
Have you run into your cousin Jimmy lately ?,neutral,dailydialog_1152,0,Speaker,dailydialog
Mario and I are the best students in the class.Miss.Parker says that my pronunciation is very good .,joy,dailydialog_1153,0,Speaker,dailydialog
I'm afraid that's a bit beyond my means .,sadness,dailydialog_1154,0,Speaker,dailydialog
Don't you think these festivals are more interesting !,joy,dailydialog_1155,0,Speaker,dailydialog
Take care and give my best to you parents .,joy,dailydialog_1156,0,Speaker,dailydialog
do you have anything to declare ?,neutral,dailydialog_1157,0,Speaker,dailydialog
A group of students from the art and music faculty are producing a short film .,joy,dailydialog_1158,0,Speaker,dailydialog
How hard is the climb ?,neutral,dailydialog_1159,0,Speaker,dailydialog
Thank you . We'll bring the receipt up to your room when we get it .,neutral,dailydialog_1160,0,Speaker,dailydialog
Good . Tonight 8 o'clock .,joy,dailydialog_1161,0,Speaker,dailydialog
Are you interested in science ? I can't believe it .,surprise,dailydialog_1162,0,Speaker,dailydialog
This is the menu . Are you ready to order now ?,neutral,dailydialog_1163,0,Speaker,dailydialog
Fine ! How about you ?,joy,dailydialog_1164,0,Speaker,dailydialog
Poor old John ! I am ever so sorry .,sadness,dailydialog_1165,0,Speaker,dailydialog
"Come on ! In the two hours we've been here , you haven't sung even one song !",anger,dailydialog_1166,0,Speaker,dailydialog
"I will try my best to make a good impression , but it is always easier said that done .",neutral,dailydialog_1167,0,Speaker,dailydialog
Me too . But what are we going to do ? I have been on 4 different diets and I can't seem to lose weight .,neutral,dailydialog_1168,0,Speaker,dailydialog
Sure . I ought to be ready for some more drinks by then.Thank you for calling .,joy,dailydialog_1169,0,Speaker,dailydialog
He's endless talking about stocks almost bores me to death .,disgust,dailydialog_1170,0,Speaker,dailydialog
Let's see.How do you feel about playing bridge ?,joy,dailydialog_1171,0,Speaker,dailydialog
Acknowledgments play a necessary part in the interview .,neutral,dailydialog_1172,0,Speaker,dailydialog
"Oh , I'm sorry . I didn't see the stop sign at the corner . I didn't mean it .",sadness,dailydialog_1173,0,Speaker,dailydialog
"It's the same kind of deal though , you know , you never know what you're going to get .",neutral,dailydialog_1174,0,Speaker,dailydialog
I've created a monster ... you're a better bayer than me !,anger,dailydialog_1175,0,Speaker,dailydialog
"Yeah . Two-toned , white and yellow .",joy,dailydialog_1176,0,Speaker,dailydialog
"Yes , I have seen those signs .",neutral,dailydialog_1177,0,Speaker,dailydialog
You are quite right . Thank you for sharing your experience with me . I learned a lot .,joy,dailydialog_1178,0,Speaker,dailydialog
"Oh , no . You see I'm in the middle of something . Could he wait ?",neutral,dailydialog_1179,0,Speaker,dailydialog
"Was I ? Sorry , I didn ’ t mean to be . I do apologize .",surprise,dailydialog_1180,0,Speaker,dailydialog
That's a good idea . Can you help me to get some ?,neutral,dailydialog_1181,0,Speaker,dailydialog
"Well as I mentioned before , I do tend to get frustrated if I don ’ t see progress in my work or career . I suppose I ’ m quite a restless character . My father always taught me to be a high achiever .",neutral,dailydialog_1182,0,Speaker,dailydialog
It's terrible how things have changed.You remember there used to be trees on all these hills .,anger,dailydialog_1183,0,Speaker,dailydialog
So what are you responsible for ?,neutral,dailydialog_1184,0,Speaker,dailydialog
I really need to go shopping .,neutral,dailydialog_1185,0,Speaker,dailydialog
"I'm really sorry , Ethan . I tried so hard , but I'm afraid I could't find a Dutch restaurant in town . The best I could do was a German one about 15 minutes from here .",sadness,dailydialog_1186,0,Speaker,dailydialog
Are there tickets for Saturday then ?,neutral,dailydialog_1187,0,Speaker,dailydialog
It's my heart ; it's made of what you like .,joy,dailydialog_1188,0,Speaker,dailydialog
Would you like to have dinner with me at King Hotel at 7pm ?,joy,dailydialog_1189,0,Speaker,dailydialog
That's amazing .,surprise,dailydialog_1190,0,Speaker,dailydialog
Excuse me . I think I have got lost in the Art Gallery . Can you tell me the way to the exit .,neutral,dailydialog_1191,0,Speaker,dailydialog
"Susan , I am inviting you and Frank to our house warming party this weekend .",joy,dailydialog_1192,0,Speaker,dailydialog
"Yes , thank you . I ’ Ve already been helping myself .",joy,dailydialog_1193,0,Speaker,dailydialog
Really !,surprise,dailydialog_1194,0,Speaker,dailydialog
This cake is excellent . Where did you buy it ?,joy,dailydialog_1195,0,Speaker,dailydialog
"Hey Annie , who is this picture of ?",neutral,dailydialog_1196,0,Speaker,dailydialog
"Hi , Susan !",neutral,dailydialog_1197,0,Speaker,dailydialog
"It means he ’ s really badly injured , but he will almost certainly survive .",neutral,dailydialog_1198,0,Speaker,dailydialog
That's right . Mom didn't know where to buy chopsticks for you .,neutral,dailydialog_1199,0,Speaker,dailydialog
"Hey , the same to you !",joy,dailydialog_1200,0,Speaker,dailydialog
that's nice . What do they have you doing over there ?,neutral,dailydialog_1201,0,Speaker,dailydialog
Yeah right ! I ’ m serious ! You should also cut down on your sugar intake as well . You drink carbonated drinks that are high in fructose syrup ! It ’ s really not healthy !,disgust,dailydialog_1202,0,Speaker,dailydialog
"Airport security.Could you empty your pockets over here , please ?",neutral,dailydialog_1203,0,Speaker,dailydialog
I have worked here long time .,neutral,dailydialog_1204,0,Speaker,dailydialog
"What do you mean sick ? It was really funny , don't you think ?",surprise,dailydialog_1205,0,Speaker,dailydialog
I understand . Thank you very much !,joy,dailydialog_1206,0,Speaker,dailydialog
"no , but I'm sure I'll get better soon .",neutral,dailydialog_1207,0,Speaker,dailydialog
OK . Let me help you to hold the drink .,joy,dailydialog_1208,0,Speaker,dailydialog
"Would you like some coffee , Tom ?",neutral,dailydialog_1209,0,Speaker,dailydialog
Oh no ! Not a good swing at all ! It ’ s definitely not his day today . On the seventh hole he got a bogey and before that he barely made par . He will definitely not get a birdie on this shot .,fear,dailydialog_1210,0,Speaker,dailydialog
I hate it .,disgust,dailydialog_1211,0,Speaker,dailydialog
That's quite good . Thank you for telling me about those .,joy,dailydialog_1212,0,Speaker,dailydialog
That is too expensive .,neutral,dailydialog_1213,0,Speaker,dailydialog
"OK , thanks . I really appreciate it .",joy,dailydialog_1214,0,Speaker,dailydialog
My sister and I usually go to the laundromat down the street . Why don't you go there ?,neutral,dailydialog_1215,0,Speaker,dailydialog
I'm really tired of my job in the bank . I'm thinking about changing it .,disgust,dailydialog_1216,0,Speaker,dailydialog
Of course ! Or are you still too scared !,joy,dailydialog_1217,0,Speaker,dailydialog
Sure did . It's a beauty . Where do you want it ?,joy,dailydialog_1218,0,Speaker,dailydialog
